ID;Age;Experience;Income;ZIP Code;Family;CCAvg;Education;Mortgage;PersonalLoan;SecuritiesAccount;CDAccount;Online;CreditCard;ExperienceCategory;IncomeCategory;Log_Income;FamilySizeCategory;Income_Family_Interaction;SpendingperFamily;Log_Mortgage;Mortgage/Income;SpendingCategory;MortgageDependency;AgeGroup;EducationLevel
338;57;27;68;94117;1;1400;3;0;0;0;0;1;0;Senior;High Income;4.23410650459726;Small;68.0;1400.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
339;29;3;153;93657;2;2000;1;392;0;0;0;0;0;Mid-Level;High Income;5.0369526024136295;Small;76.5;1000.0;5.973809611869261;2.5620915032679736;High Spender;High Dependency;Young Adult;Undergraduate
340;39;13;89;92110;4;1400;2;0;0;0;0;0;0;Senior;High Income;4.499809670330265;Medium;22.25;350.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
341;59;34;91;93524;1;2600;1;0;0;0;0;1;1;Senior;High Income;4.5217885770490405;Small;91.0;2600.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
342;31;6;55;92038;4;2000;2;185;0;0;0;1;0;Senior;Middle Income;4.02535169073515;Medium;13.75;500.0;5.225746673713202;3.3636363636363638;High Spender;High Dependency;Adult;Graduate
343;43;19;118;91304;2;3300;1;0;0;0;0;0;1;Senior;High Income;4.77912349311153;Small;59.0;1650.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
344;35;5;22;93407;1;670;3;103;0;0;0;0;0;Mid-Level;Low Income;3.1354942159291497;Small;22.0;670.0;4.6443908991413725;4.681818181818182;High Spender;High Dependency;Adult;Advanced/PhD
345;54;24;63;92606;3;1400;3;138;0;0;0;1;1;Senior;Middle Income;4.1588830833596715;Medium;21.0;466.6666666666667;4.9344739331306915;2.1904761904761907;High Spender;High Dependency;Senior;Advanced/PhD
346;51;27;12;92192;4;500;2;78;0;1;0;1;0;Senior;Low Income;2.5649493574615367;Medium;3.0;125.0;4.3694478524670215;6.5;High Spender;High Dependency;Senior;Graduate
347;44;19;50;90745;3;2700;2;0;0;0;0;1;0;Senior;Middle Income;3.9318256327243257;Medium;16.666666666666668;900.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
348;25;0;43;94305;2;1600;3;0;0;1;1;1;1;Junior;Middle Income;3.784189633918261;Small;21.5;800.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Advanced/PhD
349;40;15;173;95060;4;6600;1;0;1;0;1;1;1;Senior;High Income;5.159055299214529;Medium;43.25;1650.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
350;26;2;60;93407;2;3000;1;132;1;0;0;0;0;Junior;Middle Income;4.110873864173311;Small;30.0;1500.0;4.890349128221754;2.2;High Spender;High Dependency;Young Adult;Undergraduate
351;39;14;113;94301;1;1000;3;0;0;1;0;1;0;Senior;High Income;4.736198448394496;Small;113.0;1000.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
352;28;4;155;92182;4;5300;2;0;1;0;0;1;0;Mid-Level;High Income;5.049856007249537;Medium;38.75;1325.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Graduate
353;52;28;91;92692;4;1000;2;0;0;0;0;0;1;Senior;High Income;4.5217885770490405;Medium;22.75;250.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
354;53;29;55;95818;4;1100;2;0;0;0;0;1;0;Senior;Middle Income;4.02535169073515;Medium;13.75;275.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
355;44;20;173;90277;2;1400;1;419;0;0;0;1;0;Senior;High Income;5.159055299214529;Small;86.5;700.0;6.040254711277414;2.421965317919075;High Spender;High Dependency;Adult;Undergraduate
356;43;19;71;92101;3;300;3;0;0;0;0;0;1;Senior;High Income;4.276666119016055;Medium;23.666666666666668;100.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
357;56;30;24;94704;2;400;3;88;0;0;0;0;0;Senior;Low Income;3.2188758248682006;Small;12.0;200.0;4.48863636973214;3.6666666666666665;High Spender;High Dependency;Senior;Advanced/PhD
358;38;14;42;94610;1;2000;2;81;0;0;0;1;0;Senior;Middle Income;3.7612001156935624;Small;42.0;2000.0;4.406719247264253;1.9285714285714286;High Spender;High Dependency;Adult;Graduate
359;30;6;141;94539;2;4330;1;0;0;0;0;1;0;Senior;High Income;4.955827057601261;Small;70.5;2165.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
360;32;6;32;93106;1;1900;3;0;0;0;0;1;0;Senior;Middle Income;3.4965075614664802;Small;32.0;1900.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
361;35;10;55;94539;4;1300;1;0;0;0;0;0;0;Senior;Middle Income;4.02535169073515;Medium;13.75;325.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
362;43;19;153;90254;2;7500;1;0;0;0;0;1;0;Senior;High Income;5.0369526024136295;Small;76.5;3750.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
363;58;32;113;94590;2;1400;1;270;0;0;0;0;1;Senior;High Income;4.736198448394496;Small;56.5;700.0;5.602118820879701;2.3893805309734515;High Spender;High Dependency;Senior;Undergraduate
364;25;0;30;92691;2;1700;2;0;0;0;0;0;0;Junior;Middle Income;3.4339872044851463;Small;15.0;850.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Graduate
365;54;24;29;92028;3;1000;3;148;0;0;0;0;1;Senior;Middle Income;3.4011973816621555;Medium;9.666666666666666;333.3333333333333;5.003946305945459;5.103448275862069;High Spender;High Dependency;Senior;Advanced/PhD
366;57;32;174;90089;1;6800;2;466;1;0;0;1;0;Senior;High Income;5.1647859739235145;Small;174.0;6800.0;6.1463292576688975;2.67816091954023;High Spender;High Dependency;Senior;Graduate
367;50;24;35;92717;1;300;3;0;0;0;0;1;0;Senior;Middle Income;3.58351893845611;Small;35.0;300.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
368;32;8;98;95054;2;2000;2;175;0;0;0;1;0;Senior;High Income;4.59511985013459;Small;49.0;1000.0;5.170483995038151;1.7857142857142858;High Spender;High Dependency;Adult;Graduate
369;63;37;30;92054;2;1000;3;159;0;0;0;1;0;Senior;Middle Income;3.4339872044851463;Small;15.0;500.0;5.075173815233827;5.3;High Spender;High Dependency;Senior;Advanced/PhD
370;31;6;58;95051;2;2500;1;0;0;0;0;0;1;Senior;Middle Income;4.07753744390572;Small;29.0;1250.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
371;36;12;25;92101;4;1000;1;147;0;0;0;0;0;Senior;Middle Income;3.258096538021482;Medium;6.25;250.0;4.997212273764115;5.88;High Spender;High Dependency;Adult;Undergraduate
372;58;34;19;92029;4;700;1;0;0;0;0;0;0;Senior;Low Income;2.995732273553991;Medium;4.75;175.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
373;56;30;44;93105;4;700;2;174;0;0;0;1;0;Senior;Middle Income;3.8066624897703196;Medium;11.0;175.0;5.1647859739235145;3.9545454545454546;High Spender;High Dependency;Senior;Graduate
374;49;25;20;90291;4;1000;1;111;0;0;0;1;1;Senior;Low Income;3.044522437723423;Medium;5.0;250.0;4.718498871295094;5.55;High Spender;High Dependency;Adult;Undergraduate
375;30;5;98;91941;2;3100;1;220;0;0;0;1;0;Mid-Level;High Income;4.59511985013459;Small;49.0;1550.0;5.3981627015177525;2.2448979591836733;High Spender;High Dependency;Adult;Undergraduate
376;33;7;90;92346;3;1600;1;0;0;0;0;1;0;Senior;High Income;4.51085950651685;Medium;30.0;533.3333333333334;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
377;45;21;61;94304;3;700;1;0;0;0;0;0;0;Senior;Middle Income;4.127134385045092;Medium;20.333333333333332;233.33333333333334;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
378;30;5;40;94402;4;2000;2;0;0;0;0;1;0;Mid-Level;Middle Income;3.713572066704308;Medium;10.0;500.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
379;47;23;38;94618;2;2100;3;0;0;0;0;0;0;Senior;Middle Income;3.6635616461296463;Small;19.0;1050.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
380;25;0;28;92093;2;1700;2;0;0;0;0;0;0;Junior;Middle Income;3.367295829986474;Small;14.0;850.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Graduate
381;63;33;34;94305;1;1500;3;0;0;0;0;1;1;Senior;Middle Income;3.5553480614894135;Small;34.0;1500.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
382;55;29;73;95616;2;2300;3;0;0;0;0;1;1;Senior;High Income;4.30406509320417;Small;36.5;1150.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
383;65;41;133;94904;4;2000;1;0;1;0;0;0;1;Senior;High Income;4.897839799950911;Medium;33.25;500.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
384;44;18;53;94608;1;200;1;0;0;0;0;1;0;Senior;Middle Income;3.9889840465642745;Small;53.0;200.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
385;51;25;21;9307;4;600;3;0;0;0;0;1;1;Senior;Low Income;3.091042453358316;Medium;5.25;150.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
386;35;9;40;93943;3;900;1;0;0;0;0;1;0;Senior;Middle Income;3.713572066704308;Medium;13.333333333333334;300.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
387;30;5;41;95051;4;1700;2;0;0;0;0;1;0;Mid-Level;Middle Income;3.7376696182833684;Medium;10.25;425.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
388;31;5;82;95482;4;1800;2;0;0;0;0;1;0;Mid-Level;High Income;4.418840607796598;Medium;20.5;450.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
389;54;30;100;95814;4;3400;3;0;1;0;0;0;0;Senior;High Income;4.61512051684126;Medium;25.0;850.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
390;45;20;155;90024;1;7000;1;0;0;0;0;1;1;Senior;High Income;5.049856007249537;Small;155.0;7000.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
391;45;19;45;92521;1;200;1;0;0;0;0;1;0;Senior;Middle Income;3.828641396489095;Small;45.0;200.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
392;58;32;9;94080;3;300;3;0;0;0;0;0;1;Senior;Low Income;2.302585092994046;Medium;3.0;100.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
393;54;29;48;91709;4;1800;3;0;0;0;0;1;0;Senior;Middle Income;3.8918202981106265;Medium;12.0;450.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
394;53;28;18;90095;4;100;3;109;0;1;1;1;1;Senior;Low Income;2.9444389791664403;Medium;4.5;25.0;4.700480365792417;6.055555555555555;High Spender;High Dependency;Senior;Advanced/PhD
395;33;9;80;91311;4;3400;1;0;0;0;0;1;1;Senior;High Income;4.394449154672439;Medium;20.0;850.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
396;60;35;64;94509;2;2800;1;0;0;0;0;0;0;Senior;Middle Income;4.174387269895637;Small;32.0;1400.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
397;50;24;29;93023;4;100;1;0;0;0;0;0;0;Senior;Middle Income;3.4011973816621555;Medium;7.25;25.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
398;26;2;48;90503;3;700;2;0;0;0;0;1;0;Junior;Middle Income;3.8918202981106265;Medium;16.0;233.33333333333334;0.0;0.0;High Spender;No Mortgage;Young Adult;Graduate
399;54;30;23;94608;2;400;1;0;0;0;0;0;0;Senior;Low Income;3.1780538303479458;Small;11.5;200.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
400;28;3;84;90024;4;200;1;0;0;0;0;1;1;Mid-Level;High Income;4.442651256490317;Medium;21.0;50.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Undergraduate
401;36;10;179;94542;3;6600;1;0;1;0;0;1;0;Senior;High Income;5.19295685089021;Medium;59.666666666666664;2200.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
402;29;2;30;95747;4;1500;2;112;0;0;0;0;1;Junior;Middle Income;3.4339872044851463;Medium;7.5;375.0;4.727387818712341;3.7333333333333334;High Spender;High Dependency;Young Adult;Graduate
403;54;28;93;91604;1;4900;1;133;0;0;1;1;1;Senior;High Income;4.543294782270004;Small;93.0;4900.0;4.897839799950911;1.4301075268817205;High Spender;High Dependency;Senior;Undergraduate
404;55;30;39;92647;2;1900;2;0;0;0;0;0;0;Senior;Middle Income;3.6888794541139363;Small;19.5;950.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
405;61;36;60;92866;3;500;2;182;0;0;0;0;0;Senior;Middle Income;4.110873864173311;Medium;20.0;166.66666666666666;5.209486152841421;3.033333333333333;High Spender;High Dependency;Senior;Graduate
406;36;11;133;90245;1;3800;1;290;0;1;1;1;1;Senior;High Income;4.897839799950911;Small;133.0;3800.0;5.673323267171493;2.180451127819549;High Spender;High Dependency;Adult;Undergraduate
407;45;19;125;92354;1;2400;1;0;0;0;0;0;0;Senior;High Income;4.836281906951478;Small;125.0;2400.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
408;64;40;58;93437;1;1800;3;0;0;0;0;1;0;Senior;Middle Income;4.07753744390572;Small;58.0;1800.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
409;60;36;89;91745;2;2800;1;0;0;0;0;1;0;Senior;High Income;4.499809670330265;Small;44.5;1400.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
410;49;22;82;90019;1;2670;2;125;0;0;0;1;0;Senior;High Income;4.418840607796598;Small;82.0;2670.0;4.836281906951478;1.524390243902439;High Spender;High Dependency;Adult;Graduate
411;47;23;110;94111;2;3300;1;0;0;0;0;1;1;Senior;High Income;4.709530201312334;Small;55.0;1650.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
412;60;36;54;92182;4;2300;3;0;0;1;0;0;0;Senior;Middle Income;4.007333185232471;Medium;13.5;575.0;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
413;45;20;89;93311;4;1900;3;0;0;0;0;1;0;Senior;High Income;4.499809670330265;Medium;22.25;475.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
414;32;7;42;92407;3;2300;1;0;0;0;0;1;0;Senior;Middle Income;3.7612001156935624;Medium;14.0;766.6666666666666;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
415;52;28;41;94309;3;1900;2;0;0;0;0;0;1;Senior;Middle Income;3.7376696182833684;Medium;13.666666666666666;633.3333333333334;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
416;35;8;38;93106;4;1000;2;124;0;0;0;1;0;Senior;Middle Income;3.6635616461296463;Medium;9.5;250.0;4.8283137373023015;3.263157894736842;High Spender;High Dependency;Adult;Graduate
417;40;15;85;94304;2;400;1;0;0;0;0;1;0;Senior;High Income;4.454347296253507;Small;42.5;200.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
418;53;29;83;90073;4;1000;2;0;0;0;0;1;0;Senior;High Income;4.430816798843313;Medium;20.75;250.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
419;27;0;33;90089;4;1000;3;0;0;0;0;0;0;Junior;Middle Income;3.5263605246161616;Medium;8.25;250.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Advanced/PhD
420;58;33;50;94501;4;2100;1;0;0;0;0;0;1;Senior;Middle Income;3.9318256327243257;Medium;12.5;525.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
421;47;22;58;93105;4;3600;3;0;0;0;0;1;1;Senior;Middle Income;4.07753744390572;Medium;14.5;900.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
422;28;3;115;92333;4;3100;2;0;1;0;0;0;0;Mid-Level;High Income;4.7535901911063645;Medium;28.75;775.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Graduate
423;46;20;145;91380;2;6300;1;0;0;1;1;1;0;Senior;High Income;4.983606621708336;Small;72.5;3150.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
424;43;19;161;95616;2;7500;1;0;0;0;0;0;0;Senior;High Income;5.087596335232384;Small;80.5;3750.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
425;56;30;38;92029;1;200;1;0;0;0;0;0;0;Senior;Middle Income;3.6635616461296463;Small;38.0;200.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
426;28;3;28;90505;4;800;1;0;0;0;0;1;0;Mid-Level;Middle Income;3.367295829986474;Medium;7.0;200.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Undergraduate
427;42;18;75;92182;3;2330;1;0;0;0;0;0;1;Senior;High Income;4.330733340286331;Medium;25.0;776.6666666666666;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
428;32;7;35;92521;3;1300;1;116;0;0;0;0;1;Senior;Middle Income;3.58351893845611;Medium;11.666666666666666;433.3333333333333;4.762173934797756;3.3142857142857145;High Spender;High Dependency;Adult;Undergraduate
429;62;38;24;94720;2;1000;1;116;0;0;0;0;1;Senior;Low Income;3.2188758248682006;Small;12.0;500.0;4.762173934797756;4.833333333333333;High Spender;High Dependency;Senior;Undergraduate
430;37;13;78;94998;4;100;2;0;0;0;0;1;0;Senior;High Income;4.3694478524670215;Medium;19.5;25.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
431;51;26;113;94086;1;1300;3;161;0;0;0;1;0;Senior;High Income;4.736198448394496;Small;113.0;1300.0;5.087596335232384;1.424778761061947;High Spender;High Dependency;Senior;Advanced/PhD
432;39;13;75;94305;3;2100;1;224;0;0;0;1;0;Senior;High Income;4.330733340286331;Medium;25.0;700.0;5.41610040220442;2.986666666666667;High Spender;High Dependency;Adult;Undergraduate
433;43;17;91;91311;1;5700;1;0;0;0;0;1;0;Senior;High Income;4.5217885770490405;Small;91.0;5700.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
434;52;28;31;91330;4;200;1;141;0;0;0;1;1;Senior;Middle Income;3.4657359027997265;Medium;7.75;50.0;4.955827057601261;4.548387096774194;High Spender;High Dependency;Senior;Undergraduate
435;30;6;45;95819;1;1800;2;0;0;0;0;1;0;Senior;Middle Income;3.828641396489095;Small;45.0;1800.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
436;52;26;80;94709;3;800;1;0;0;0;0;0;0;Senior;High Income;4.394449154672439;Medium;26.666666666666668;266.6666666666667;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
437;61;35;50;92122;3;1400;3;112;0;0;0;1;0;Senior;Middle Income;3.9318256327243257;Medium;16.666666666666668;466.6666666666667;4.727387818712341;2.24;High Spender;High Dependency;Senior;Advanced/PhD
438;36;9;31;95825;4;1000;2;0;0;1;0;1;0;Senior;Middle Income;3.4657359027997265;Medium;7.75;250.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
439;58;32;113;93943;2;3800;2;119;1;0;1;1;1;Senior;High Income;4.736198448394496;Small;56.5;1900.0;4.787491742782046;1.0530973451327434;High Spender;High Dependency;Senior;Graduate
440;47;23;29;94304;4;600;1;0;0;0;0;1;0;Senior;Middle Income;3.4011973816621555;Medium;7.25;150.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
441;64;39;59;92626;2;1500;1;139;0;0;0;1;0;Senior;Middle Income;4.0943445622221;Small;29.5;750.0;4.941642422609304;2.3559322033898304;High Spender;High Dependency;Senior;Undergraduate
442;52;27;43;93555;1;1300;2;0;0;1;0;1;0;Senior;Middle Income;3.784189633918261;Small;43.0;1300.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
443;58;28;122;95136;1;3000;3;115;1;0;0;1;0;Senior;High Income;4.812184355372417;Small;122.0;3000.0;4.7535901911063645;0.9426229508196722;High Spender;High Dependency;Senior;Advanced/PhD
444;48;24;29;90509;1;1000;1;0;0;0;0;0;0;Senior;Middle Income;3.4011973816621555;Small;29.0;1000.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
445;64;40;91;93106;2;0;3;0;0;0;0;1;1;Senior;High Income;4.5217885770490405;Small;45.5;0.0;0.0;0.0;Low Spender;No Mortgage;Senior;Advanced/PhD
446;58;32;65;94590;3;2200;3;0;0;0;0;1;0;Senior;High Income;4.189654742026425;Medium;21.666666666666668;733.3333333333334;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
447;47;23;22;93108;1;1000;1;0;0;0;0;0;1;Senior;Low Income;3.1354942159291497;Small;22.0;1000.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
448;49;23;71;95134;1;1400;3;0;0;0;0;0;0;Senior;High Income;4.276666119016055;Small;71.0;1400.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
449;31;4;60;94588;4;2000;2;0;0;0;0;1;1;Mid-Level;Middle Income;4.110873864173311;Medium;15.0;500.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
450;61;37;60;91706;3;2000;3;0;0;0;0;1;0;Senior;Middle Income;4.110873864173311;Medium;20.0;666.6666666666666;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
451;51;25;69;95747;1;300;1;0;0;0;0;1;1;Senior;High Income;4.248495242049359;Small;69.0;300.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
452;28;-2;48;94132;2;1750;3;89;0;0;0;1;0;Junior;Middle Income;3.8918202981106265;Small;24.0;875.0;4.499809670330265;1.8541666666666667;High Spender;High Dependency;Young Adult;Advanced/PhD
453;39;13;21;94022;3;200;2;0;0;0;0;0;0;Senior;Low Income;3.091042453358316;Medium;7.0;66.66666666666667;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
454;54;28;53;92109;4;2800;2;0;0;1;0;0;0;Senior;Middle Income;3.9889840465642745;Medium;13.25;700.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
455;50;24;29;94110;3;900;3;0;0;0;0;0;0;Senior;Middle Income;3.4011973816621555;Medium;9.666666666666666;300.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
456;30;4;60;91107;4;2200;2;0;0;0;0;1;0;Mid-Level;Middle Income;4.110873864173311;Medium;15.0;550.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
457;64;39;42;92068;3;500;2;116;0;0;0;1;0;Senior;Middle Income;3.7612001156935624;Medium;14.0;166.66666666666666;4.762173934797756;2.761904761904762;High Spender;High Dependency;Senior;Graduate
458;29;3;69;94303;3;300;3;0;0;0;0;0;0;Mid-Level;High Income;4.248495242049359;Medium;23.0;100.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Advanced/PhD
459;48;24;20;95841;1;1000;1;0;0;0;0;1;1;Senior;Low Income;3.044522437723423;Small;20.0;1000.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
460;35;10;200;91107;2;3000;1;458;0;0;0;0;0;Senior;High Income;5.303304908059076;Small;100.0;1500.0;6.129050210060545;2.29;High Spender;High Dependency;Adult;Undergraduate
461;60;36;141;90277;2;2100;1;0;0;0;0;1;1;Senior;High Income;4.955827057601261;Small;70.5;1050.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
462;55;30;81;92123;2;3700;1;0;0;1;0;0;0;Senior;High Income;4.406719247264253;Small;40.5;1850.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
463;29;4;183;91423;3;8300;3;0;1;0;0;1;0;Mid-Level;High Income;5.214935757608986;Medium;61.0;2766.6666666666665;0.0;0.0;High Spender;No Mortgage;Young Adult;Advanced/PhD
464;48;22;149;94928;2;5500;2;0;1;1;1;1;0;Senior;High Income;5.0106352940962555;Small;74.5;2750.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
465;43;19;83;94305;4;3600;3;0;1;0;0;0;1;Senior;High Income;4.430816798843313;Medium;20.75;900.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
466;66;42;35;94305;1;1900;2;172;0;0;0;1;0;Senior;Middle Income;3.58351893845611;Small;35.0;1900.0;5.153291594497779;4.914285714285715;High Spender;High Dependency;Senior;Graduate
467;25;0;13;91342;2;900;3;0;0;0;0;1;0;Junior;Low Income;2.6390573296152584;Small;6.5;450.0;0.0;0.0;High Spender;No Mortgage;Young Adult;Advanced/PhD
468;45;20;39;90232;1;2400;1;0;0;0;0;0;1;Senior;Middle Income;3.6888794541139363;Small;39.0;2400.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
469;34;10;21;92634;1;500;3;0;0;0;0;1;0;Senior;Low Income;3.091042453358316;Small;21.0;500.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
470;48;23;10;94609;2;700;3;0;0;0;0;1;1;Senior;Low Income;2.3978952727983707;Small;5.0;350.0;0.0;0.0;High Spender;No Mortgage;Adult;Advanced/PhD
471;32;6;84;91006;4;1800;2;0;0;0;0;0;0;Senior;High Income;4.442651256490317;Medium;21.0;450.0;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
472;50;24;30;91768;4;100;1;161;0;0;0;1;1;Senior;Middle Income;3.4339872044851463;Medium;7.5;25.0;5.087596335232384;5.366666666666666;High Spender;High Dependency;Adult;Undergraduate
473;43;19;31;90007;4;300;1;156;0;0;0;1;0;Senior;Middle Income;3.4657359027997265;Medium;7.75;75.0;5.056245805348308;5.032258064516129;High Spender;High Dependency;Adult;Undergraduate
474;64;39;182;93955;1;1200;2;547;1;0;0;1;0;Senior;High Income;5.209486152841421;Small;182.0;1200.0;6.306275286948016;3.0054945054945055;High Spender;High Dependency;Senior;Graduate
475;60;34;114;90028;2;6900;1;0;0;0;0;1;0;Senior;High Income;4.74493212836325;Small;57.0;3450.0;0.0;0.0;High Spender;No Mortgage;Senior;Undergraduate
476;43;19;152;92008;3;6100;2;0;1;0;0;0;0;Senior;High Income;5.030437921392435;Medium;50.666666666666664;2033.3333333333333;0.0;0.0;High Spender;No Mortgage;Adult;Graduate
477;60;34;53;92717;1;800;2;0;0;1;0;0;1;Senior;Middle Income;3.9889840465642745;Small;53.0;800.0;0.0;0.0;High Spender;No Mortgage;Senior;Graduate
478;64;39;24;95112;4;400;2;78;0;0;0;1;0;Senior;Low Income;3.2188758248682006;Medium;6.0;100.0;4.3694478524670215;3.25;High Spender;High Dependency;Senior;Graduate
479;44;20;150;95060;2;3300;1;0;0;0;0;0;1;Senior;High Income;5.017279836814924;Small;75.0;1650.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
480;60;36;132;92154;2;6000;1;470;0;0;0;1;1;Senior;High Income;4.890349128221754;Small;66.0;3000.0;6.154858094016418;3.5606060606060606;High Spender;High Dependency;Senior;Undergraduate
481;54;29;68;94998;3;1600;3;0;0;0;0;1;1;Senior;High Income;4.23410650459726;Medium;22.666666666666668;533.3333333333334;0.0;0.0;High Spender;No Mortgage;Senior;Advanced/PhD
482;33;9;53;94063;1;1200;1;0;0;0;0;0;1;Senior;Middle Income;3.9889840465642745;Small;53.0;1200.0;0.0;0.0;High Spender;No Mortgage;Adult;Undergraduate
483;56;32;173;94022;1;4600;2;88;1;0;1;1;0;Senior;High Income;5.159055299214529;Small;173.0;4600.0;4.48863636973214;0.5086705202312138;High Spender;High Dependency;Senior;Graduate
484;29;5;30;90095;3;1000;2;0;0;0;0;0;0;Mid-Level;Middle Income;3.4339872044851463;Medium;10.0;333.3333333333333;0.0;0.0;High Spender;No Mortgage;Young Adult;Graduate
